time,temperature_celsius,relative_humidity_percent,barometric_pressure_hpa,is_holiday,is_weekend,available_bikes,available_docks,hour_sin,hour_cos
2024-12-01 00:00:00,13.87,85.23,1002.37,0.0,1.0,25.0,5.0,0.0,1.0
2024-12-01 01:00:00,13.53,87.43,1001.77,0.0,1.0,25.0,5.0,0.269797,0.962917
2024-12-01 02:00:00,13.64,86.76,1001.5,0.0,1.0,26.0,4.0,0.519584,0.854419
2024-12-01 03:00:00,13.38,86.18,1000.89,0.0,1.0,26.0,4.0,0.730836,0.682553
2024-12-01 04:00:00,12.36,87.79,1000.21,0.0,1.0,26.0,4.0,0.887885,0.460065
2024-12-01 05:00:00,11.91,89.06,1000.22,0.0,1.0,26.0,4.0,0.979084,0.203456
2024-12-01 06:00:00,11.37,89.89,1000.14,0.0,1.0,25.0,5.0,0.997669,-0.068242
2024-12-01 07:00:00,11.22,89.75,1000.15,0.0,1.0,25.0,5.0,0.942261,-0.33488
2024-12-01 08:00:00,11.83,87.26,1000.31,0.0,1.0,25.0,5.0,0.81697,-0.57668
2024-12-01 09:00:00,12.17,87.61,1000.44,0.0,1.0,24.0,6.0,0.631088,-0.775711
2024-12-01 10:00:00,12.79,83.66,1000.56,0.0,1.0,24.0,6.0,0.398401,-0.917211
2024-12-01 11:00:00,13.55,78.37,1000.6,0.0,1.0,21.0,9.0,0.136167,-0.990686
2024-12-01 12:00:00,12.85,80.96,1000.62,0.0,1.0,19.0,11.0,-0.136167,-0.990686
2024-12-01 13:00:00,12.77,80.18,1000.27,0.0,1.0,19.0,11.0,-0.398401,-0.917211
2024-12-01 14:00:00,12.52,82.09,1000.15,0.0,1.0,19.0,11.0,-0.631088,-0.775711
2024-12-01 15:00:00,12.13,85.14,1000.16,0.0,1.0,19.0,11.0,-0.81697,-0.57668
2024-12-01 16:00:00,12.13,85.14,1000.16,0.0,1.0,19.0,11.0,-0.942261,-0.33488
2024-12-01 17:00:00,9.62,92.88,1001.39,0.0,1.0,20.0,10.0,-0.997669,-0.068242
2024-12-01 18:00:00,9.62,92.88,1001.39,0.0,1.0,20.0,10.0,-0.979084,0.203456
2024-12-01 19:00:00,8.64,89.27,1001.74,0.0,1.0,22.0,8.0,-0.887885,0.460065
2024-12-01 20:00:00,8.64,89.27,1001.74,0.0,1.0,22.0,8.0,-0.730836,0.682553
2024-12-01 21:00:00,8.64,89.27,1001.74,0.0,1.0,22.0,8.0,-0.519584,0.854419
2024-12-01 22:00:00,8.76,92.34,1002.7,0.0,1.0,21.0,9.0,-0.269797,0.962917
2024-12-01 23:00:00,8.76,92.34,1002.7,0.0,1.0,21.0,9.0,-0.0,1.0
2024-12-02 00:00:00,8.51,94.18,1003.29,0.0,0.0,21.0,9.0,0.0,1.0
2024-12-02 01:00:00,8.43,89.61,1003.94,0.0,0.0,21.0,9.0,0.269797,0.962917
2024-12-02 02:00:00,8.04,91.29,1004.79,0.0,0.0,21.0,9.0,0.519584,0.854419
2024-12-02 03:00:00,7.59,88.56,1005.5,0.0,0.0,21.0,9.0,0.730836,0.682553
2024-12-02 04:00:00,7.59,88.56,1005.5,0.0,0.0,21.0,9.0,0.887885,0.460065
2024-12-02 05:00:00,6.28,85.97,1007.39,0.0,0.0,21.0,9.0,0.979084,0.203456
2024-12-02 06:00:00,6.33,83.41,1008.44,0.0,0.0,21.0,9.0,0.997669,-0.068242
2024-12-02 07:00:00,5.33,86.21,1009.26,0.0,0.0,20.0,10.0,0.942261,-0.33488
2024-12-02 08:00:00,4.72,87.79,1010.43,0.0,0.0,17.0,13.0,0.81697,-0.57668
2024-12-02 09:00:00,4.64,87.21,1011.79,0.0,0.0,14.0,16.0,0.631088,-0.775711
2024-12-02 10:00:00,5.19,82.58,1012.52,0.0,0.0,13.0,17.0,0.398401,-0.917211
2024-12-02 11:00:00,6.17,73.43,1013.19,0.0,0.0,12.0,18.0,0.136167,-0.990686
2024-12-02 12:00:00,6.24,69.76,1013.34,0.0,0.0,10.0,20.0,-0.136167,-0.990686
2024-12-02 13:00:00,6.31,67.54,1013.74,0.0,0.0,9.0,21.0,-0.398401,-0.917211
2024-12-02 14:00:00,5.9,68.45,1014.21,0.0,0.0,12.0,18.0,-0.631088,-0.775711
2024-12-02 15:00:00,5.9,68.45,1014.21,0.0,0.0,12.0,18.0,-0.81697,-0.57668
2024-12-02 16:00:00,4.17,68.58,1015.23,0.0,0.0,11.0,19.0,-0.942261,-0.33488
2024-12-02 17:00:00,2.64,82.64,1015.67,0.0,0.0,14.0,16.0,-0.997669,-0.068242
2024-12-02 18:00:00,2.64,82.64,1015.67,0.0,0.0,14.0,16.0,-0.979084,0.203456
2024-12-02 19:00:00,1.56,89.59,1015.89,0.0,0.0,14.0,16.0,-0.887885,0.460065
2024-12-02 20:00:00,1.79,89.33,1015.92,0.0,0.0,15.0,15.0,-0.730836,0.682553
2024-12-02 21:00:00,1.11,91.87,1016.06,0.0,0.0,16.0,14.0,-0.519584,0.854419
2024-12-02 22:00:00,0.79,93.08,1016.43,0.0,0.0,16.0,14.0,-0.269797,0.962917
2024-12-02 23:00:00,-0.26,93.92,1016.43,0.0,0.0,16.0,14.0,-0.0,1.0
2024-12-03 00:00:00,-1.08,94.98,1016.57,0.0,0.0,16.0,14.0,0.0,1.0
2024-12-03 01:00:00,-1.45,96.75,1016.1,0.0,0.0,16.0,14.0,0.269797,0.962917
2024-12-03 02:00:00,-1.79,96.63,1015.97,0.0,0.0,16.0,14.0,0.519584,0.854419
2024-12-03 03:00:00,-1.7,96.78,1016.05,0.0,0.0,16.0,14.0,0.730836,0.682553
2024-12-03 04:00:00,-1.7,96.78,1016.05,0.0,0.0,16.0,14.0,0.887885,0.460065
2024-12-03 05:00:00,-2.49,96.66,1015.73,0.0,0.0,16.0,14.0,0.979084,0.203456
2024-12-03 06:00:00,-2.84,96.43,1015.72,0.0,0.0,16.0,14.0,0.997669,-0.068242
2024-12-03 07:00:00,-3.22,96.38,1015.76,0.0,0.0,15.0,15.0,0.942261,-0.33488
2024-12-03 08:00:00,-2.84,96.71,1015.43,0.0,0.0,9.0,21.0,0.81697,-0.57668
2024-12-03 09:00:00,-1.92,97.36,1015.34,0.0,0.0,5.0,25.0,0.631088,-0.775711
2024-12-03 10:00:00,0.24,97.69,1016.07,0.0,0.0,5.0,25.0,0.398401,-0.917211
2024-12-03 11:00:00,3.4,89.34,1015.9,0.0,0.0,5.0,25.0,0.136167,-0.990686
2024-12-03 12:00:00,5.61,75.49,1014.81,0.0,0.0,5.0,25.0,-0.136167,-0.990686
2024-12-03 13:00:00,6.0,73.01,1014.9,0.0,0.0,4.0,26.0,-0.398401,-0.917211
2024-12-03 14:00:00,6.0,73.01,1014.9,0.0,0.0,4.0,26.0,-0.631088,-0.775711
2024-12-03 15:00:00,6.0,73.01,1014.9,0.0,0.0,4.0,26.0,-0.81697,-0.57668
2024-12-03 16:00:00,7.22,86.46,1014.47,0.0,0.0,8.0,22.0,-0.942261,-0.33488
2024-12-03 17:00:00,7.22,86.46,1014.47,0.0,0.0,8.0,22.0,-0.997669,-0.068242
2024-12-03 18:00:00,8.07,86.67,1014.4,0.0,0.0,11.0,19.0,-0.979084,0.203456
2024-12-03 19:00:00,8.57,87.54,1014.51,0.0,0.0,16.0,14.0,-0.887885,0.460065
2024-12-03 20:00:00,8.18,95.0,1015.91,0.0,0.0,29.0,1.0,-0.730836,0.682553
2024-12-03 21:00:00,8.18,95.0,1015.91,0.0,0.0,29.0,1.0,-0.519584,0.854419
2024-12-03 22:00:00,7.71,95.77,1016.88,0.0,0.0,30.0,0.0,-0.269797,0.962917
2024-12-03 23:00:00,7.35,95.8,1017.13,0.0,0.0,30.0,0.0,-0.0,1.0
2024-12-04 00:00:00,6.86,96.5,1017.63,0.0,0.0,30.0,0.0,0.0,1.0
2024-12-04 01:00:00,7.02,96.7,1017.98,0.0,0.0,30.0,0.0,0.269797,0.962917
2024-12-04 02:00:00,6.74,96.43,1017.62,0.0,0.0,30.0,0.0,0.519584,0.854419
2024-12-04 03:00:00,6.49,96.4,1017.63,0.0,0.0,30.0,0.0,0.730836,0.682553
2024-12-04 04:00:00,4.1,96.7,1016.78,0.0,0.0,30.0,0.0,0.887885,0.460065
2024-12-04 05:00:00,4.1,96.7,1016.78,0.0,0.0,30.0,0.0,0.979084,0.203456
2024-12-04 06:00:00,2.2,97.79,1016.46,0.0,0.0,28.0,2.0,0.997669,-0.068242
2024-12-04 07:00:00,2.38,98.15,1016.06,0.0,0.0,27.0,3.0,0.942261,-0.33488
2024-12-04 08:00:00,2.69,98.61,1015.63,0.0,0.0,23.0,7.0,0.81697,-0.57668
2024-12-04 09:00:00,3.75,98.77,1014.77,0.0,0.0,20.0,10.0,0.631088,-0.775711
2024-12-04 10:00:00,5.2,98.39,1013.51,0.0,0.0,20.0,10.0,0.398401,-0.917211
2024-12-04 11:00:00,8.23,95.76,1012.15,0.0,0.0,19.0,11.0,0.136167,-0.990686
2024-12-04 12:00:00,11.23,85.97,1010.32,0.0,0.0,18.0,12.0,-0.136167,-0.990686
2024-12-04 13:00:00,11.83,86.24,1008.57,0.0,0.0,17.0,13.0,-0.398401,-0.917211
2024-12-04 14:00:00,11.5,89.71,1006.89,0.0,0.0,18.0,12.0,-0.631088,-0.775711
2024-12-04 15:00:00,11.85,85.91,1005.36,0.0,0.0,18.0,12.0,-0.81697,-0.57668
2024-12-04 16:00:00,12.02,82.69,1003.91,0.0,0.0,19.0,11.0,-0.942261,-0.33488
